"Country","y1970","y1971","y1972","y1973","y1974","y1975","y1976","y1977","y1978","y1979","y1980","y1981","y1982","y1983","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","y2019","y2020","y2021","y2022","y2023","y2024","y2025","y2026","y2027","y2028","y2029","y2030","y2031","y2032"
"Costa Rica",8.50086784362793,9.07709980010986,9.81942844390869,10.5763998031616,11.1628513336182,11.3972787857056,12.0261316299438,13.0969944000244,13.9178733825684,14.6052951812744,14.7151117324829,14.3823051452637,13.3344736099243,13.7162370681763,14.8168449401856,14.9237623214722,15.7499799728394,16.5003929138184,17.0667114257812,18.0337047576904,18.6744556427002,19.0975532531738,20.8538722991943,22.3318939208984,23.3339862823486,24.2956943511963,24.5964317321777,25.9652099609375,27.7728290557861,28.8680114746094,29.9745674133301,31.0208225250244,32.0419502258301,33.4054908752441,34.8541412353516,36.2033042907715,38.823600769043,41.9946708679199,43.9472541809082,43.5207252502441,45.6758117675781,47.6431159973145,49.9285202026367,51.0614128112793,52.8563919067383,54.775993347168,57.1017761230469,59.306022644043,60.8837814331055,62.152515411377,59.6268382266637,64.1642282440807,66.2698947498606,68.3422395207385,70.5160893381243,72.3652678424379,74.2467647373284,76.1771805496917,78.1577871713355,80.1898895632532,82.1144469892463,84.0851937952986,86.1032385265757
"Cuba",23.1207504272461,25.1054039001465,26.3171615600586,27.2210235595703,27.4890117645264,30.0939865112305,31.7274761199951,34.490779876709,36.7657928466797,37.1658706665039,35.3635368347168,42.3260231018066,46.1007614135742,48.5954895019531,52.4489707946777,53.2864112854004,53.3371963500977,52.0559463500977,53.9849014282227,54.3520431518555,52.749439239502,47.1090965270996,41.6535797119141,35.4562873840332,35.7104797363281,36.5879592895508,39.455997467041,40.5542297363281,40.618766784668,43.1325645446777,45.6837539672852,47.1387939453125,47.8104362487793,49.6237640380859,52.4873199462891,58.366771697998,65.4092254638672,70.1593322753906,73.0476684570312,74.1078186035156,75.8792572021484,78.005615234375,80.3574066162109,82.5653076171875,83.4302444458008,87.1330032348633,87.5806503295898,89.1650390625,91.1698989868164,91.5616226196289,81.5814057540894,81.9729965017089,79.7843174951133,80.4465273303228,81.9026094750017,83.8355110586117,85.931398835077,88.1656151228384,90.5460867731957,93.0813771596694,95.7807371860692,98.5583786558088,101.41657173082
"Dominica",NA,NA,NA,NA,NA,NA,NA,0.212014824151993,0.234352186322212,0.191326782107353,0.216932401061058,0.240424737334251,0.250348687171936,0.256748408079147,0.267523229122162,0.271324574947357,0.290516316890717,0.308840811252594,0.332981735467911,0.332345277070999,0.350353926420212,0.35507133603096,0.362279236316681,0.370112180709839,0.370238035917282,0.381456881761551,0.393300831317902,0.401895612478256,0.417062550783157,0.418542206287384,0.428334027528763,0.428065031766891,0.415955573320389,0.442382842302322,0.455878615379333,0.458870232105255,0.480247914791107,0.510761678218842,0.547131776809692,0.540731608867645,0.544369578361511,0.543152689933777,0.537400722503662,0.532027006149292,0.555691301822662,0.54073703289032,0.554560959339142,0.516853988170624,0.528558492660522,0.558494329452515,0.472468415473697,0.487866049882357,0.501817831543102,0.521037454491203,0.539325869143844,0.556746094717188,0.569551254630207,0.580942279722811,0.590818298755113,0.597317300182282,0.603887790626698,0.61053055646757,0.617246392734275
"Dominican Republic",7.94314336776733,8.80667972564697,9.72206020355225,10.9757947921753,11.6345500946045,12.2387619018555,13.0622005462647,13.7129316329956,14.0064821243286,14.6411724090576,15.8078889846802,16.4844455718994,16.7644691467285,17.540319442749,17.7600822448731,17.3831157684326,17.9953498840332,19.8160057067871,20.2432308197021,21.1340408325195,19.9813251495361,20.1699752807617,22.433235168457,24.085334777832,24.7116394042969,26.1166019439697,27.6778068542481,30.1370544433594,32.1605987548828,34.0709533691406,35.6592597961426,36.5363082885742,38.178653717041,37.6648788452148,38.6329154968262,42.275318145752,46.15380859375,49.5765533447266,51.1677169799805,51.6518402099609,55.9594268798828,57.7128715515137,59.2811393737793,62.171215057373,66.5545806884766,71.1648254394531,75.9038314819336,79.446044921875,84.9933853149414,89.3171463012695,83.3133030617878,93.5164276166108,97.5373454317419,101.888265623921,106.670422282996,111.631863467262,116.766929080295,122.021440888909,127.390384404389,132.868171176756,138.581502790782,144.540507675109,150.755749780828
"El Salvador",10.487998008728,10.8926525115967,11.5590143203735,12.1209754943848,12.7677516937256,13.1410207748413,13.8045444488525,14.7405014038086,15.5251035690308,14.8761129379272,13.1249980926514,11.7533140182495,11.0121736526489,11.1812114715576,11.3306999206543,11.4005651473999,11.4221563339233,11.7092628479004,11.9290990829468,12.0438804626465,12.625786781311,12.8144607543945,13.7137870788574,14.5118236541748,15.1923971176147,15.911750793457,16.0418586730957,16.5447597503662,16.98388671875,17.3508281707764,17.5462074279785,17.7001438140869,17.9799575805664,18.2608470916748,18.4235115051269,18.9223232269287,19.7441005706787,20.1114540100098,20.6284885406494,20.1981544494629,20.6231803894043,21.41037940979,22.0131874084473,22.5049076080322,22.8900184631348,23.4382400512695,24.0351028442383,24.5758781433106,25.1733093261719,25.7730293273926,23.6655126790282,26.0979667476616,26.5810040729565,27.1639211562486,27.7050417210933,28.2252807764169,28.7615611044394,29.3080307585664,29.8648833359916,30.4323161122551,31.0105301111323,31.5997301758504,32.2001250416576
"Grenada",NA,NA,NA,NA,NA,0.255921334028244,0.279020667076111,0.294936001300812,0.310689717531204,0.328094810247421,0.326340228319168,0.331346899271011,0.34501251578331,0.357545346021652,0.370304226875305,0.39244732260704,0.420681059360504,0.458952218294144,0.472568362951279,0.490373462438583,0.510050237178802,0.517117202281952,0.512715816497803,0.502672672271729,0.511185646057129,0.522071242332458,0.545241951942444,0.572588622570038,0.639887809753418,0.684029638767242,0.717464625835419,0.702943861484528,0.727106332778931,0.795919477939606,0.79076623916626,0.895725190639496,0.859961748123169,0.912621080875397,0.921268582344055,0.860342442989349,0.855943858623505,0.862491607666016,0.852528631687164,0.872575104236603,0.936657726764679,0.99700790643692,1.03425228595734,1.0802013874054,1.12493419647217,1.16010332107544,0.988376123841131,1.01876238676867,1.06438291560064,1.11362241510444,1.14195039557197,1.17004748099201,1.19812862165167,1.22688370971393,1.25510203445233,1.28396938064625,1.31350067578887,1.34371119070569,1.37461654745119
"Guatemala",13.0842237472534,13.8148145675659,14.827862739563,15.8336124420166,16.8430099487305,17.1714477539062,18.4399471282959,19.8799629211426,20.8733024597168,21.85715675354,22.6789817810059,22.8256816864014,22.0199146270752,21.4535427093506,21.5601024627686,21.4287281036377,21.4593830108643,22.2198982238769,23.0847835540771,23.9949207305908,24.7393798828125,25.6444072723389,26.8851699829102,27.9409866333008,29.0680541992188,30.5065002441406,31.4088172912598,32.7795219421387,34.4163818359375,35.7403984069824,37.0302238464355,37.8939819335938,39.3591995239258,40.355297088623,41.6273307800293,42.9844284057617,45.2968940734863,48.1524353027344,49.7323570251465,49.9939651489258,51.4285354614258,53.569019317627,55.1599426269531,57.1995277404785,59.7414627075195,62.1861877441406,63.8514060974121,65.7819137573242,67.8967361450195,70.5080490112305,69.2642285586119,74.7920469915522,77.7351841045376,80.5446192533923,83.5315073950688,86.5677661326552,89.6842056308734,92.9128369480553,96.2576989895767,99.722976061403,103.412726223226,107.238997142797,111.206840088216
"Haiti",4.65341138839722,4.95496988296509,5.00338506698608,5.24131202697754,5.54425430297852,5.60650253295898,6.07962656021118,6.30506753921509,6.69654035568237,7.20282745361328,7.73401355743408,7.5133843421936,7.24562644958496,7.31142997741699,7.33343124389648,7.37769842147827,7.34099340438843,7.2827320098877,7.29732847213745,7.08472633361816,7.15827465057373,7.29288911819458,6.90564155578613,6.53092098236084,5.75043487548828,6.31959629058838,6.58127641677856,6.75928115844727,6.90675735473633,7.09394788742065,7.15566921234131,7.08093738555908,7.06313180923462,7.08882713317871,6.83909606933594,6.96254205703735,7.11914491653442,7.35715818405151,7.41924810409546,7.64800214767456,7.40920114517212,7.81846618652344,8.04459476470947,8.38630104064941,8.6191291809082,8.7246561050415,8.85140037536621,8.95525169372559,9.08813762664795,9.00317478179932,8.70216751981288,8.63255017965438,8.66708038037299,8.7624182645571,8.93766662984824,9.15485192895356,9.38372322717739,9.61831630785683,9.85877421555325,10.1052435709421,10.3679798941495,10.6375473615097,10.9141235827642
"Honduras",3.96261596679688,4.12092256546021,4.35838270187378,4.70138120651245,4.64366483688354,4.74260663986206,5.24061298370361,5.78479242324829,6.12992525100708,6.47381019592285,6.512610912323,6.4330244064331,6.29956102371216,6.35661602020264,6.75881767272949,7.139084815979,7.51965284347534,8.01883411407471,8.15884590148926,8.38140678405762,8.61539554595947,8.32942295074463,8.83532619476318,9.40924453735352,9.42918300628662,10.0127840042114,10.2001008987427,10.6691093444824,11.0521545410156,10.970850944519,11.7707662582397,12.0913076400757,12.5452556610107,13.1156940460205,13.9331026077271,14.7761392593384,15.7465238571167,16.7209701538086,17.4285354614258,17.0047397613525,17.6392097473144,18.3157939910889,19.0719966888428,19.6044025421143,20.2039222717285,20.9797668457031,21.7965030670166,22.8520908355713,23.696870803833,24.3254909515381,22.1447690241409,24.7961289937454,25.7581409476167,26.6717673850344,27.6113659638853,28.5458308388361,29.51638911458,30.5199463726247,31.5576245784001,32.6305838441614,33.7400237259818,34.8871845648422,36.0733488733178
"Jamaica",8.94739055633545,9.16732406616211,10.8182277679443,10.2247924804688,9.7923583984375,9.7672815322876,9.11343574523926,8.87670993804932,8.8719425201416,8.77789688110352,8.27631378173828,8.49476337432861,8.67053890228271,8.83606624603271,8.69978427886963,8.44369411468506,8.60265350341797,9.27799320220947,9.64672756195068,10.338716506958,10.7729988098144,11.2942228317261,11.5150852203369,12.5994729995728,12.7737731933594,13.0739507675171,13.05908203125,12.9101476669312,12.60875415802,12.740852355957,12.8528070449829,13.0256681442261,13.2858276367188,13.7729291915894,13.9552450180054,14.0799760818481,14.4881715774536,14.6956357955933,14.5763463973999,13.944221496582,13.7397909164429,13.9775409698486,13.8917694091797,13.9614458084106,14.0579862594604,14.1876964569092,14.3828678131103,14.5271797180176,14.809136390686,14.9127998352051,13.3945237614542,14.0106718544811,14.8513121657499,15.1631897212307,15.4664535156553,15.7757825859684,16.0755224513406,16.3648818477993,16.6430848470153,16.9093742085355,17.1968335781437,17.4891797571722,17.7864958213836
"Nicaragua",5.81087112426758,6.00290679931641,6.13621425628662,6.52997636795044,7.45673847198486,7.44531106948853,7.8331708908081,8.48868846893311,7.82327699661255,5.75176811218262,6.01702404022217,6.33973455429077,6.28797912597656,6.57805681228638,6.47503900527954,6.21073722839355,6.14755487442017,6.10413122177124,5.34417819976807,5.2512845993042,5.24852752685547,5.23859310150146,5.2588324546814,5.23816823959351,5.41300439834595,5.73301601409912,6.09673404693604,6.33857011795044,6.5738377571106,7.03637075424194,7.32497358322144,7.54185438156128,7.59871578216553,7.79025936126709,8.20409107208252,8.55542278289795,8.91067218780518,9.362961769104,9.68470764160156,9.36581039428711,9.77873516082764,10.3965082168579,11.071943283081,11.6174345016479,12.1734237670898,12.756706237793,13.3388643264771,13.9566383361816,13.4052228927612,12.8852996826172,12.6547195660785,13.9638061652512,14.4423067992305,14.8203676224633,15.0883357526115,15.3445686960393,15.6361154976056,15.9644739081436,16.3316568004185,16.7399482204289,17.1584469259396,17.5874080990881,18.0270933015653
"Panama",6.60672998428345,7.24204206466675,7.57393169403076,7.98022031784058,8.17560195922852,8.31793308258057,8.45638179779053,8.54889678955078,9.38605976104736,9.80981636047363,11.0933809280396,12.1147270202637,12.762677192688,12.1894598007202,12.5197286605835,13.1384840011597,13.6072368621826,13.3610744476318,11.5733842849731,11.7541885375977,12.7061595916748,13.9029531478882,15.0432300567627,15.8639497756958,16.3160953521729,16.601900100708,17.2792091369629,18.3956165313721,19.746129989624,20.5196285247803,21.0768127441406,21.1978511810303,21.6703815460205,22.581729888916,24.2803459167481,26.0264129638672,28.2783393859863,31.6672115325928,34.7882232666016,35.2206344604492,37.2732391357422,41.490234375,45.5475234985352,48.6917953491211,51.1588821411133,54.0917015075684,56.7711334228516,59.9497528076172,62.163158416748,64.0320281982422,52.5415683354699,60.5992475580905,63.1308640778404,65.088935619965,67.3644422859859,69.415052138295,71.5669186883827,73.8570601205368,76.2943430692967,78.8883508064127,81.4916663454075,84.1808912959476,86.9588606685734
"Puerto Rico",31.1943988800049,33.1800651550293,35.5602607727051,37.816520690918,38.9197731018066,38.6650161743164,41.0789070129395,43.523380279541,46.5404014587402,50.2202682495117,52.3513488769531,52.9523124694824,52.1280364990234,50.9072113037109,53.9253387451172,55.595645904541,58.3628425598145,61.729793548584,65.3646774291992,68.1982040405273,66.2610092163086,67.7879180908203,70.8817977905273,74.1739196777344,77.27880859375,80.7942123413086,82.6635513305664,86.6976089477539,91.4926147460938,96.4237899780273,99.578742980957,105.865623474121,106.835838317871,106.892906188965,116.244621276855,113.934906005859,112.329093933105,111.022918701172,108.975509643555,106.847854614258,106.406295776367,106.02481842041,106.055862426758,105.730445861816,104.471870422363,103.375503540039,102.069862365723,99.1241760253906,94.5053863525391,95.6277923583984,91.8951477733365,92.1513437498374,95.0440306799735,97.1510231899946,98.8589319931344,100.837761224741,102.854516449235,104.91160677822,107.009838913785,109.15003569206,111.333036405901,113.559697134019,115.8308910767
"St. Kitts Nevis",NA,NA,NA,NA,NA,NA,NA,0.203714743256569,0.211676895618439,0.227758601307869,0.246982589364052,0.250802099704742,0.252179443836212,0.255171000957489,0.277795791625977,0.30154550075531,0.334285378456116,0.356178402900696,0.389039695262909,0.410356193780899,0.43037149310112,0.422348409891128,0.440377861261368,0.470332980155945,0.495265990495682,0.521926760673523,0.552423059940338,0.590118288993835,0.587248802185059,0.60615462064743,0.669238269329071,0.706161797046661,0.723601877689362,0.698679268360138,0.727030992507935,0.797518312931061,0.804786384105682,0.809619963169098,0.859176695346832,0.824393570423126,0.81937962770462,0.834356665611267,0.815771758556366,0.859690129756927,0.913728952407837,0.923155546188354,0.949261426925659,0.930486917495728,0.957693576812744,0.981680989265442,0.832977768523164,0.837842997142572,0.903269741642738,0.952813464408744,0.984254705532742,1.01284241476201,1.04221484575603,1.07243907727689,1.10246737092927,1.13333645678959,1.16506987703928,1.19769183304083,1.23122720379487
"St. Lucia",NA,NA,NA,NA,NA,NA,NA,0.483987718820572,0.533896267414093,0.554145514965057,0.541840553283691,0.576032102108002,0.588050067424774,0.617249071598053,0.662095665931702,0.716968655586243,0.820226609706879,0.852410078048706,0.970892250537872,1.05808806419373,1.16274046897888,1.1671085357666,1.25992965698242,1.26727747917175,1.28753578662872,1.31004476547241,1.34833192825317,1.33897280693054,1.42314696311951,1.46115350723267,1.46186590194702,1.41204452514648,1.41792488098145,1.47839403152466,1.58583498001099,1.57932817935944,1.67717158794403,1.70554292201996,1.7899557352066,1.73931968212128,1.76721596717834,1.86411964893341,1.86039423942566,1.80133831501007,1.83301782608032,1.80807983875275,1.8801656961441,1.94576179981232,1.99711942672729,2.03164649009705,1.61772610808777,1.73098402810671,1.90581341494549,2.06780755521585,2.18360477830794,2.26024930602655,2.33257728489717,2.40022202838371,2.46262779883265,2.51926823703153,2.57217286760663,2.62618849537336,2.68133845127167
