"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"6485","IRN","AS","Iran (Islamic Republic of)","2024",25,506.148566162938,0,0,0,0,0
"6420","IRQ","AS","Iraq","2024",15,191.594069817891,0,0,0,0,0
"6550","ISL","EU","Iceland","2024",21,29.7124962564714,1,0,0,0,0
"6200","ISR","AS","Israel","2024",23,456.695510966319,1,0,0,0,0
"6615","ITA","EU","Italy","2024",27.81,2069.54817619174,1,1,1,1,0
"6725","JAM","NO","Jamaica","2024",25,15.7199616632988,0,0,0,0,0
"6680","JEY","EU","Jersey","2024",0,NA,0,0,0,0,0
"6790","JOR","AS","Jordan","2024",20,47.5734923100792,0,0,0,0,0
"6855","JPN","AS","Japan","2024",29.74,5031.6292061327,1,0,1,1,0
"7490","KAZ","AS","Kazakhstan","2024",20,209.721343634012,0,0,0,0,0
"6920","KEN","AF","Kenya","2024",30,113.666015922188,0,0,0,0,0
"6985","KGZ","AS","Kyrgyzstan","2024",10,10.1156226196893,0,0,0,0,0
"7050","KHM","AS","Cambodia","2024",20,29.9048537439732,0,0,0,0,0
"7115","KIR","OC","Kiribati","2024",30,NA,0,0,0,0,0
"7205","KNA","NO","Saint Kitts and Nevis","2024",33,1.11620526894683,0,0,0,0,0
"7315","KOR","AS","Republic of Korea","2024",26.4,1886.82714476606,1,0,0,1,0
"7380","KWT","AS","Kuwait","2024",15,124.14025127615,0,0,0,0,0
"7555","LAO","AS","Lao People's Democratic Republic","2024",20,21.4384847651917,0,0,0,0,0
"7620","LBN","AS","Lebanon","2024",17,34.9720202610656,0,0,0,0,0
"7860","LBR","AF","Liberia","2024",25,3.18316852136217,0,0,0,0,0
"8185","LBY","AF","Libya","2024",20,67.9422262757924,0,0,0,0,0
"7685","LCA","NO","Saint Lucia","2024",30,2.16640493794756,0,0,0,0,0
"7750","LIE","EU","Liechtenstein","2024",12.5,NA,0,0,0,0,0
"7795","LKA","AS","Sri Lanka","2024",30,90.5623469860481,0,0,0,0,0
"7925","LSO","AF","Lesotho","2024",25,2.19544191629397,0,0,0,0,0
"7990","LTU","EU","Lithuania","2024",15,57.1993947289998,1,1,0,0,0
"8055","LUX","EU","Luxembourg","2024",24.94,72.8759400336234,1,1,0,0,0
"8120","LVA","EU","Latvia","2024",20,34.119527031789,1,1,0,0,0
"8885","MAC","AS","China, Macao Special Administrative Region","2024",12,48.4626896085424,0,0,0,0,0
"8470","MAF","NO","Saint Martin (French Part)","2024",20,NA,0,0,0,0,0
"8250","MAR","AF","Morocco","2024",33,136.240860255429,0,0,0,0,0
"8315","MCO","EU","Monaco","2024",25,NA,0,0,0,0,0
"8360","MDA","EU","Republic of Moldova","2024",12,10.4984354970458,0,0,0,0,0
"8515","MDG","AF","Madagascar","2024",20,15.7233241499712,0,0,0,0,0
"9280","MDV","AS","Maldives","2024",15,6.36175686804187,0,0,0,0,0
"9410","MEX","NO","Mexico","2024",30,1286.96083832509,1,0,0,1,0
"8625","MKD","EU","The former Yugoslav Republic of Macedonia","2024",10,12.7136405021617,0,0,0,0,0
"8690","MLI","AF","Mali","2024",30,19.5749779023923,0,0,0,0,0
"9150","MLT","EU","Malta","2024",35,18.991780113897,0,1,0,0,0
"8755","MMR","AS","Myanmar","2024",22,63.9461006674083,0,0,0,0,0
"8425","MNE","EU","Montenegro","2024",15,NA,0,0,0,0,0
"8820","MNG","AS","Mongolia","2024",25,14.8993934648971,0,0,0,0,0
"8950","MNP","OC","Northern Mariana Islands","2024",21,NA,0,0,0,0,0
"9540","MOZ","AF","Mozambique","2024",32,16.1315289876801,0,0,0,0,0
"9040","MRT","AF","Mauritania","2024",25,8.4618216677734,0,0,0,0,0
"9105","MSR","NO","Montserrat","2024",30,NA,0,0,0,0,0
"9215","MUS","AF","Mauritius","2024",15,15.840466003578,0,0,0,0,0
"9345","MWI","AF","Malawi","2024",30,10.7694579685586,0,0,0,0,0
"9475","MYS","AS","Malaysia","2024",24,402.053794537278,0,0,0,0,0
"9605","NAM","AF","Namibia","2024",32,14.0326630542732,0,0,0,0,0
"9670","NCL","OC","New Caledonia","2024",30,NA,0,0,0,0,0
"9715","NER","AF","Niger","2024",30,16.787492207585,0,0,0,0,0
"9825","NGA","AF","Nigeria","2024",30,432.812651005865,0,0,0,0,0
"9890","NIC","NO","Nicaragua","2024",30,15.7666219163731,0,0,0,0,0
"10195","NIU","OC","Niue","2024",30,NA,0,0,0,0,0
"9955","NLD","EU","Netherlands","2024",25.8,932.312920823787,1,1,0,0,0
"10020","NOR","EU","Norway","2024",22,443.784270648093,1,0,0,0,0
"10085","NPL","AS","Nepal","2024",25,38.855616977507,0,0,0,0,0
"10150","NRU","OC","Nauru","2024",25,NA,0,0,0,0,0
"10240","NZL","OC","New Zealand","2024",28,237.203562502715,1,0,0,0,0
"10305","OMN","AS","Oman","2024",15,85.8560241304492,0,0,0,0,0
"10675","PAK","AS","Pakistan","2024",29,411.839932964176,0,0,0,0,0
"10370","PAN","NO","Panama","2024",25,75.7087031556508,0,0,0,0,0
"10435","PER","SA","Peru","2024",29.5,241.414745282548,0,0,0,0,0
"10610","PHL","AS","Philippines","2024",25,425.994736585995,0,0,0,0,0
"10545","PNG","OC","Papua New Guinea","2024",30,25.4931987166303,0,0,0,0,0
"10740","POL","EU","Poland","2024",19,662.520675231287,1,1,0,0,0
"10895","PRI","NO","Puerto Rico","2024",37.5,103.101166023073,0,0,0,0,0
"11005","PRT","EU","Portugal","2024",31.5,250.599989368084,1,1,0,0,0
"11115","PRY","SA","Paraguay","2024",10,45.1907849920144,0,0,0,0,0
"10960","PSE","AS","State of Palestine","2024",15,NA,0,0,0,0,0
"10500","PYF","OC","French Polynesia","2024",25,NA,0,0,0,0,0
"11180","QAT","AS","Qatar","2024",10,173.187704483746,0,0,0,0,0
"11290","ROU","EU","Romania","2024",16,256.395890574833,0,1,0,0,0
"11420","RUS","EU","Russian Federation","2024",20,1780.28155035317,0,0,0,1,1
"11485","RWA","AF","Rwanda","2024",28,14.7321265455949,0,0,0,0,0
"11550","SAU","AS","Saudi Arabia","2024",20,813.671164559629,0,0,0,1,0
"11745","SDN","AF","Sudan","2024",35,98.4931485267045,0,0,0,0,0
"12270","SEN","AF","Senegal","2024",30,29.7074792378571,0,0,0,0,0
"11875","SGP","AS","Singapore","2024",17,408.285419261718,0,0,0,0,0
"11940","SHN","AF","Saint Helena","2024",25,NA,0,0,0,0,0
"11615","SLB","OC","Solomon Islands","2024",30,1.64318685511672,0,0,0,0,0
"12160","SLE","AF","Sierra Leone","2024",25,4.65064616838586,0,0,0,0,0
"12555","SLV","NO","El Salvador","2024",30,29.3186009648209,0,0,0,0,0
"12225","SMR","EU","San Marino","2024",17,NA,0,0,0,0,0
"11355","SRB","EU","Serbia","2024",15,55.8156156670514,0,0,0,0,0
"12445","SSD","AF","South Sudan","2024",30,NA,0,0,0,0,0
"12490","STP","AF","Sao Tome and Principe","2024",25,0.430993866828875,0,0,0,0,0
"12380","SUR","SA","Suriname","2024",36,3.3635181148945,0,0,0,0,0
"12095","SVK","EU","Slovakia","2024",21,109.021195530782,1,1,0,0,0
"11985","SVN","EU","Slovenia","2024",22,58.0286136061131,1,1,0,0,0
"11810","SWE","EU","Sweden","2024",20.6,601.176765236684,1,1,0,0,0
"12730","SWZ","AF","Swaziland","2024",25,5.48138916685738,0,0,0,0,0
"12620","SXM","NO","Sint Maarten (Dutch part)","2024",34.5,NA,0,0,0,0,0
"11680","SYC","AF","Seychelles","2024",25,1.85614254538077,0,0,0,0,0
"12665","SYR","AS","Syrian Arab Republic","2024",25,18.3822865227222,0,0,0,0,0
"12795","TCA","NO","Turks and Caicos Islands","2024",0,NA,0,0,0,0,0
"12840","TCD","AF","Chad","2024",35,11.4005276606271,0,0,0,0,0
"12950","TGO","AF","Togo","2024",27,8.98518257115705,0,0,0,0,0
"13015","THA","AS","Thailand","2024",20,498.314260799166,0,0,0,0,0
"13080","TJK","AS","Tajikistan","2024",18,12.5187623148171,0,0,0,0,0
"13145","TKL","OC","Tokelau","2024",0,NA,0,0,0,0,0
"13235","TKM","AS","Turkmenistan","2024",8,61.3184635693628,0,0,0,0,0
"13190","TLS","OC","Timor-Leste","2024",10,NA,0,0,0,0,0
"13365","TON","OC","Tonga","2024",25,0.469386963796455,0,0,0,0,0
"13495","TTO","NO","Trinidad and Tobago","2024",30,22.8507807185836,0,0,0,0,0
"13300","TUN","AF","Tunisia","2024",15,44.3380898539064,0,0,0,0,0
"13430","TUR","AS","Turkey","2024",25,1145.850696114,1,0,0,1,0
"13605","TWN","AS","Taiwan","2024",20,743.044672062016,0,0,0,0,0
"13670","TZA","AF","United Republic of Tanzania","2024",30,73.885406525791,0,0,0,0,0
"13800","UGA","AF","Uganda","2024",30,44.2437677283793,0,0,0,0,0
"13735","UKR","EU","Ukraine","2024",18,93.2435972870584,0,0,0,0,0
"13975","URY","SA","Uruguay","2024",25,70.0820186776426,0,0,0,0,0
"13910","USA","NO","United States of America","2024",25.631375,22956.7515601208,1,0,1,1,0
"14040","UZB","AS","Uzbekistan","2024",15,90.9344323237077,0,0,0,0,0
"14150","VCT","NO","Saint Vincent and the Grenadines","2024",28,0.945975463743504,0,0,0,0,0
"14215","VEN","SA","Venezuela (Bolivarian Republic of)","2024",34,102.077528431614,0,0,0,0,0
"14280","VGB","NO","British Virgin Islands","2024",0,NA,0,0,0,0,0
"14325","VIR","NO","United States Virgin Islands","2024",23.1,NA,0,0,0,0,0
"14370","VNM","AS","Viet Nam","2024",20,412.169039914896,0,0,0,0,0
"14435","VUT","OC","Vanuatu","2024",0,0.942574249773422,0,0,0,0,0
"14500","WLF","OC","Wallis and Futuna Islands","2024",0,NA,0,0,0,0,0
"14545","WSM","OC","Samoa","2024",27,0.875302366146489,0,0,0,0,0
"14610","XKX","EU","Kosovo, Republic of","2024",10,NA,0,0,0,0,0
"14655","YEM","AS","Yemen","2024",20,14.8126411487176,0,0,0,0,0
"14765","ZAF","AF","South Africa","2024",27,395.196302171294,0,0,0,1,1
"14830","ZMB","AF","Zambia","2024",30,32.3473209764761,0,0,0,0,0
"14895","ZWE","AF","Zimbabwe","2024",24.72,25.1075022730004,0,0,0,0,0
